gender,birthdate,country_of_birth,current_country,postcode,national_insurance_number,cc_status,weight,height,blood_group,avg_n_drinks_per_week,avg_n_cigret_per_week,education_level,n_countries_visited,birthmonth_imp,birthyear_gov,birth_group_op,Continent_gov_op,postcode_imp,postcode_gov,hash
F,1990-01-29,Ethiopia,United Kingdom,W3 9RR,ZZ279318T,0,71.5,1.63,O-,0.5,114.5,secondary,41,1990-01,1990,Over 1980,Africa,W3 ,W,18614059
M,1979-07-26,Rwanda,United Kingdom,WV9W 0YH,ZZ835238T,0,71.5,1.9,AB-,1.5,75.2,bachelor,4,1979-07,1979,1955-1980,Africa,WV9W ,WV,9528869
F,1988-05-10,Cape Verde,United Kingdom,LE0 2BG,ZZ246151T,0,60.9,1.74,A+,3.0,102.5,bachelor,39,1988-05,1988,Over 1980,Africa,LE0 ,LE,7079080
F,1978-07-13,Iraq,United Kingdom,G9 3BD,ZZ855228T,0,80.2,1.49,O+,4.5,237.9,secondary,32,1978-07,1978,1955-1980,Asia,G9 ,G,17723953
F,1970-07-08,Spain,United Kingdom,TS8 1JR,ZZ589610T,0,77.4,1.57,A+,2.0,257.3,secondary,32,1970-07,1970,1955-1980,Europe,TS8 ,TS,6695968
M,1981-09-03,Gibraltar,United Kingdom,DD8 7XQ,ZZ656343T,0,39.6,1.93,A-,2.1,250.4,other,35,1981-09,1981,1955-1980,Europe,DD8 ,DD,11191781
M,1980-12-08,Belgium,United Kingdom,CT0E 5GE,ZZ972746T,0,78.0,1.45,A-,4.8,380.3,secondary,40,1980-12,1980,1955-1980,Europe,CT0E ,CT,18632902
F,1967-08-08,Niger,United Kingdom,W3 1RZ,ZZ744938T,0,47.4,1.79,B+,0.3,179.8,bachelor,50,1967-08,1967,1955-1980,Africa,W3 ,W,7247681
M,1985-04-28,Hungary,United Kingdom,LU9R 7PR,ZZ731495T,0,58.7,1.73,O+,3.6,114.2,primary,11,1985-04,1985,Over 1980,Europe,LU9R ,LU,864142
M,1980-04-03,Burkina Faso,United Kingdom,MK4 4JW,ZZ809673T,0,56.0,1.45,A-,1.7,290.7,secondary,33,1980-04,1980,1955-1980,Africa,MK4 ,MK,8553081
F,1960-11-27,Switzerland,United Kingdom,N53 0PZ,ZZ854323T,0,59.9,1.99,A+,4.6,234.5,masters,16,1960-11,1960,1955-1980,Europe,N53 ,N,12812506
F,1991-02-27,Maldives,United Kingdom,BL2 6TR,ZZ488736T,0,66.9,1.59,O+,4.0,34.9,bachelor,3,1991-02,1991,Over 1980,Asia,BL2 ,BL,11800543
M,1968-06-05,Ghana,United Kingdom,B31 5UH,ZZ709119T,0,83.2,1.59,A+,8.3,4.9,phD,7,1968-06,1968,1955-1980,Africa,B31 ,B,12323263
M,1996-05-20,Bolivia,United Kingdom,B89 8ZL,ZZ632458T,0,44.6,1.88,O+,1.7,56.3,bachelor,36,1996-05,1996,Over 1980,America,B89 ,B,3633908
F,1975-09-21,Poland,United Kingdom,B7A 3SF,ZZ364375T,0,84.8,1.83,O+,2.1,35.1,other,25,1975-09,1975,1955-1980,Europe,B7A ,B,22620992
F,1964-12-22,Turks and Caicos Islands,United Kingdom,RM12 9FH,ZZ002009T,0,67.8,1.7,A+,3.5,445.7,bachelor,37,1964-12,1964,1955-1980,America,RM12 ,RM,17843036
F,1970-11-08,Saint Martin,United Kingdom,SS1 3WA,ZZ313922T,0,86.3,1.46,O+,5.3,215.6,secondary,23,1970-11,1970,1955-1980,America,SS1 ,SS,22418985
F,1977-08-08,Northern Mariana Islands,United Kingdom,SP6H 0JJ,ZZ556029T,0,63.6,1.98,O+,0.4,375.4,bachelor,4,1977-08,1977,1955-1980,other,SP6H ,SP,19787646
F,2003-07-05,Moldova,United Kingdom,W93 8SQ,ZZ487858T,0,50.5,1.67,O+,2.5,457.0,secondary,6,2003-07,2003,Over 1980,Europe,W93 ,W,9100699
F,1980-01-21,Greenland,United Kingdom,N53 4FX,ZZ811749T,0,78.6,1.43,A+,7.0,172.2,secondary,41,1980-01,1980,1955-1980,America,N53 ,N,7688343
F,1963-03-07,Dominican Republic,United Kingdom,B9E 7JR,ZZ469368T,0,75.8,1.97,A+,1.5,229.9,secondary,16,1963-03,1963,1955-1980,America,B9E ,B,15959701
F,1967-08-24,Falkland Islands (Malvinas),United Kingdom,S9 6QB,ZZ028932T,0,36.7,1.96,A+,0.4,229.3,phD,17,1967-08,1967,1955-1980,America,S9 ,S,127949
F,1985-06-01,South Georgia and the South Sandwich Islands,United Kingdom,L2 0SH,ZZ297078T,0,53.2,1.66,O-,1.2,30.9,secondary,13,1985-06,1985,Over 1980,America,L2 ,L,11852064
M,1985-12-23,Cote d'Ivoire,United Kingdom,M7G 4NQ,ZZ331917T,0,81.6,1.5,B+,1.2,182.8,secondary,46,1985-12,1985,Over 1980,Africa,M7G ,M,2393059
F,1980-03-01,Isle of Man,United Kingdom,BN1M 0JD,ZZ647534T,0,66.8,1.5,A-,5.9,270.6,phD,30,1980-03,1980,1955-1980,Europe,BN1M ,BN,13368050
M,1980-10-06,Guinea,United Kingdom,G13 4TU,ZZ584641T,1,46.3,1.69,O+,7.1,267.7,bachelor,23,1980-10,1980,1955-1980,Africa,G13 ,G,6893801
M,1986-02-01,Kazakhstan,United Kingdom,EN93 2BS,ZZ936333T,0,82.9,1.96,O+,9.6,57.9,other,12,1986-02,1986,Over 1980,Asia,EN93 ,EN,20526182
M,1962-10-25,Ethiopia,United Kingdom,CR9 9PP,ZZ579499T,0,78.8,1.98,O+,3.9,300.1,bachelor,39,1962-10,1962,1955-1980,Africa,CR9 ,CR,3825419
F,1998-03-25,Chad,United Kingdom,M6A 0EJ,ZZ133246T,0,79.3,1.54,A+,0.7,408.1,secondary,16,1998-03,1998,Over 1980,Africa,M6A ,M,6105936
F,1965-08-13,Gabon,United Kingdom,L6 2DW,ZZ799338T,0,49.2,2.0,O+,0.7,115.1,bachelor,12,1965-08,1965,1955-1980,Africa,L6 ,L,11309330
F,1987-07-11,Niger,United Kingdom,SY6 9QG,ZZ672484T,0,78.7,1.72,AB+,1.3,265.4,secondary,31,1987-07,1987,Over 1980,Africa,SY6 ,SY,12331823
M,1965-05-08,Ireland,United Kingdom,NN48 8AT,ZZ452993T,0,63.5,1.66,O+,9.1,247.0,masters,9,1965-05,1965,1955-1980,Europe,NN48 ,NN,8626316
M,1989-11-17,Iran,United Kingdom,E28 9ND,ZZ117254T,0,95.2,1.47,A+,9.8,45.6,primary,28,1989-11,1989,Over 1980,Asia,E28 ,E,2706907
M,2003-02-21,France,United Kingdom,E33 4PX,ZZ948810T,0,75.2,1.61,AB-,2.3,432.6,phD,23,2003-02,2003,Over 1980,Europe,E33 ,E,15242904
F,1968-07-08,Australia,United Kingdom,L5 9HG,ZZ734619T,0,40.9,1.74,A+,4.7,418.4,secondary,12,1968-07,1968,1955-1980,other,L5 ,L,933887
M,2002-06-15,Tuvalu,United Kingdom,N23 0GP,ZZ704667T,0,78.0,1.5,B+,6.1,252.6,masters,2,2002-06,2002,Over 1980,other,N23 ,N,18749535
M,1971-07-13,Bahrain,United Kingdom,S3 5NJ,ZZ066649T,0,70.0,1.46,A+,7.5,267.4,bachelor,41,1971-07,1971,1955-1980,Asia,S3 ,S,14746844
F,1998-03-17,Comoros,United Kingdom,E8 7TQ,ZZ248467T,0,69.0,1.48,A+,6.6,20.6,primary,45,1998-03,1998,Over 1980,Africa,E8 ,E,9442883
F,1989-10-04,Luxembourg,United Kingdom,EC81 8XJ,ZZ165155T,0,49.0,1.85,B+,0.7,397.5,masters,37,1989-10,1989,Over 1980,Europe,EC81 ,EC,14509980
F,1990-05-31,Turkmenistan,United Kingdom,FK2 1GU,ZZ553924T,1,46.7,1.88,O+,7.3,495.5,masters,21,1990-05,1990,Over 1980,Asia,FK2 ,FK,10385337
F,1962-12-23,Latvia,United Kingdom,W8 1BL,ZZ620634T,0,80.9,1.96,B+,7.1,2.0,bachelor,37,1962-12,1962,1955-1980,Europe,W8 ,W,14930593
M,2003-07-14,Turkmenistan,United Kingdom,W4A 5FY,ZZ361616T,0,66.5,1.57,O+,9.1,341.2,other,23,2003-07,2003,Over 1980,Asia,W4A ,W,22312310
F,1985-06-03,Norway,United Kingdom,L02 8FJ,ZZ589442T,0,50.5,1.85,A+,5.8,89.0,secondary,49,1985-06,1985,Over 1980,Europe,L02 ,L,14806836
M,2001-05-25,United States Virgin Islands,United Kingdom,WR4V 6JS,ZZ911294T,0,78.2,1.7,O+,0.3,338.4,secondary,44,2001-05,2001,Over 1980,America,WR4V ,WR,12922913
M,1993-08-17,Cayman Islands,United Kingdom,MK8X 9RH,ZZ984622T,0,39.0,1.71,A+,7.5,27.8,secondary,42,1993-08,1993,Over 1980,America,MK8X ,MK,21810678
M,1986-05-21,Germany,United Kingdom,SA7P 0TP,ZZ706692T,0,42.3,1.91,O+,2.2,201.0,secondary,21,1986-05,1986,Over 1980,Europe,SA7P ,SA,21323228
M,1985-11-17,Korea,United Kingdom,W8 6XD,ZZ458550T,0,79.9,1.49,A+,0.6,109.1,primary,36,1985-11,1985,Over 1980,Asia,W8 ,W,12063372
M,1964-09-27,Israel,United Kingdom,W42 0ZU,ZZ112480T,0,66.6,1.56,A-,5.9,112.3,secondary,30,1964-09,1964,1955-1980,Asia,W42 ,W,4335056
M,1990-09-11,Macao,United Kingdom,NE2 9GT,ZZ146788T,0,70.9,1.64,O+,2.3,235.4,masters,9,1990-09,1990,Over 1980,Asia,NE2 ,NE,13518036
F,1964-11-22,Saint Lucia,United Kingdom,G92 0ER,ZZ499131T,0,66.2,1.78,O+,8.2,93.3,secondary,15,1964-11,1964,1955-1980,America,G92 ,G,16226392
F,1979-11-13,Angola,United Kingdom,G9T 3SL,ZZ942330T,0,69.5,1.86,O+,9.6,497.6,bachelor,14,1979-11,1979,1955-1980,Africa,G9T ,G,13406338
F,1961-12-18,Jersey,United Kingdom,KY18 7AT,ZZ901921T,0,66.0,1.56,O+,8.3,275.3,bachelor,27,1961-12,1961,1955-1980,Europe,KY18 ,KY,20739998
F,1964-10-29,Nigeria,United Kingdom,M36 2RJ,ZZ943377T,0,35.1,1.98,A+,4.0,183.8,masters,37,1964-10,1964,1955-1980,Africa,M36 ,M,3123103
M,1971-03-05,Nauru,United Kingdom,M58 1YY,ZZ124614T,0,35.2,1.88,A+,0.8,330.4,secondary,28,1971-03,1971,1955-1980,other,M58 ,M,2574793
M,1981-04-22,Bulgaria,United Kingdom,BH13 1WX,ZZ700714T,0,98.8,1.46,O+,4.9,25.7,secondary,25,1981-04,1981,1955-1980,Europe,BH13 ,BH,10353380
F,1957-04-10,United States of America,United Kingdom,GY5 3RX,ZZ877049T,0,84.2,1.48,A-,5.4,90.8,secondary,14,1957-04,1957,1955-1980,America,GY5 ,GY,12592915
F,1988-10-20,Ethiopia,United Kingdom,N64 4WA,ZZ041222T,0,43.3,1.73,A+,0.5,19.7,secondary,22,1988-10,1988,Over 1980,Africa,N64 ,N,16341326
F,1998-02-21,South Georgia and the South Sandwich Islands,United Kingdom,B42 5EB,ZZ240296T,0,49.9,1.46,O+,2.2,188.6,primary,14,1998-02,1998,Over 1980,America,B42 ,B,4721924
F,1962-09-29,India,United Kingdom,BH77 9HW,ZZ666404T,0,78.0,1.92,O+,1.6,233.7,phD,37,1962-09,1962,1955-1980,Asia,BH77 ,BH,21788449
F,1974-02-23,Kuwait,United Kingdom,W5T 5DA,ZZ120874T,0,67.4,1.94,B+,6.7,212.3,bachelor,31,1974-02,1974,1955-1980,Asia,W5T ,W,2183306
M,1993-11-02,Chad,United Kingdom,S5H 7JB,ZZ008513T,0,73.9,1.93,O+,7.1,485.0,secondary,11,1993-11,1993,Over 1980,Africa,S5H ,S,11380814
M,1983-12-12,Pitcairn Islands,United Kingdom,LA6 9JH,ZZ913183T,0,49.9,1.74,A+,2.7,138.1,bachelor,7,1983-12,1983,Over 1980,other,LA6 ,LA,14449817
F,1961-01-25,Zimbabwe,United Kingdom,S49 8HH,ZZ576121T,0,82.7,1.62,B+,1.3,53.4,secondary,33,1961-01,1961,1955-1980,Africa,S49 ,S,20278758
M,1997-06-09,India,United Kingdom,ZE24 8DG,ZZ110078T,0,37.1,1.5,A+,6.9,32.6,bachelor,21,1997-06,1997,Over 1980,Asia,ZE24 ,ZE,16863366
M,1956-11-24,Germany,United Kingdom,PA4B 4PU,ZZ073260T,1,67.8,1.58,A+,3.1,306.2,secondary,29,1956-11,1956,1955-1980,Europe,PA4B ,PA,8241896
M,1977-03-15,Saint Kitts and Nevis,United Kingdom,LS9 9BA,ZZ916852T,0,61.9,1.61,A+,5.3,194.8,other,32,1977-03,1977,1955-1980,America,LS9 ,LS,929245
M,1988-01-01,United Arab Emirates,United Kingdom,HX93 4TP,ZZ147293T,0,78.2,1.95,O+,8.3,342.1,other,22,1988-01,1988,Over 1980,Asia,HX93 ,HX,16387400
F,1961-06-17,Peru,United Kingdom,NW2B 1PW,ZZ815666T,0,38.2,1.41,B+,6.6,431.6,primary,47,1961-06,1961,1955-1980,America,NW2B ,NW,6705448
F,1987-10-25,Sudan,United Kingdom,L5 6JS,ZZ752085T,0,76.8,1.68,O+,2.1,146.1,secondary,50,1987-10,1987,Over 1980,Africa,L5 ,L,3300257
M,1996-08-28,Algeria,United Kingdom,HP5 8QY,ZZ054322T,0,65.0,1.42,A+,9.3,372.3,secondary,12,1996-08,1996,Over 1980,Africa,HP5 ,HP,17125279
M,1964-12-18,Liberia,United Kingdom,E08 9WR,ZZ880921T,0,55.3,1.53,A+,8.1,310.3,bachelor,46,1964-12,1964,1955-1980,Africa,E08 ,E,13738207
F,2001-05-25,New Zealand,United Kingdom,N47 4ZP,ZZ375932T,0,97.5,1.54,A+,9.2,132.2,other,13,2001-05,2001,Over 1980,other,N47 ,N,7478946
M,1962-04-21,Heard Island and McDonald Islands,United Kingdom,B6B 7FW,ZZ198259T,0,87.8,1.46,O+,1.6,35.8,bachelor,6,1962-04,1962,1955-1980,other,B6B ,B,22140449
M,1963-04-02,Oman,United Kingdom,N7J 9RU,ZZ823250T,0,96.0,1.95,O+,5.0,325.2,other,50,1963-04,1963,1955-1980,Asia,N7J ,N,15439929
M,1993-08-30,Saudi Arabia,United Kingdom,UB74 7QX,ZZ889964T,1,87.2,1.45,O+,6.6,452.9,secondary,26,1993-08,1993,Over 1980,Asia,UB74 ,UB,23459253
F,1980-10-13,Bolivia,United Kingdom,LN6X 8XA,ZZ937309T,0,69.2,1.55,A+,2.9,22.8,bachelor,42,1980-10,1980,1955-1980,America,LN6X ,LN,14068537
F,1985-07-09,Australia,United Kingdom,L29 0UQ,ZZ451683T,0,73.1,1.69,O+,3.5,18.3,phD,34,1985-07,1985,Over 1980,other,L29 ,L,15071537
M,1983-03-28,Macao,United Kingdom,S73 1QX,ZZ865348T,0,60.9,1.69,A+,5.2,446.2,bachelor,20,1983-03,1983,Over 1980,Asia,S73 ,S,17147832
F,1979-03-08,Antigua and Barbuda,United Kingdom,ZE5V 0XP,ZZ040182T,0,73.6,1.71,A+,5.9,199.1,bachelor,8,1979-03,1979,1955-1980,America,ZE5V ,ZE,14240108
F,1962-11-26,Ecuador,United Kingdom,L44 8TW,ZZ542819T,0,89.0,1.52,O-,5.8,37.8,secondary,49,1962-11,1962,1955-1980,America,L44 ,L,3906205
F,1977-06-16,Anguilla,United Kingdom,S5H 5DQ,ZZ259174T,0,94.5,1.62,O+,1.5,348.6,secondary,22,1977-06,1977,1955-1980,America,S5H ,S,2168171
M,1957-07-02,San Marino,United Kingdom,M6 7YR,ZZ340370T,1,43.0,1.52,A-,1.3,467.7,other,23,1957-07,1957,1955-1980,Europe,M6 ,M,8633215
M,1963-06-28,Niger,United Kingdom,N1J 8TZ,ZZ483207T,0,89.6,1.87,A-,4.8,329.7,secondary,15,1963-06,1963,1955-1980,Africa,N1J ,N,16516525
M,1981-05-25,United Arab Emirates,United Kingdom,B6G 9WG,ZZ593867T,0,99.6,1.69,A+,9.4,153.0,primary,5,1981-05,1981,1955-1980,Asia,B6G ,B,14020583
M,1992-04-27,Cocos (Keeling) Islands,United Kingdom,BT40 6BW,ZZ659083T,0,58.9,1.95,O+,3.2,493.1,bachelor,3,1992-04,1992,Over 1980,Asia,BT40 ,BT,2885653
M,1956-08-03,Philippines,United Kingdom,L7A 2BH,ZZ157985T,0,54.2,1.96,O+,5.8,182.9,other,23,1956-08,1956,1955-1980,Asia,L7A ,L,23738156
F,1974-07-20,Swaziland,United Kingdom,OX9W 5RW,ZZ868644T,0,76.8,1.58,O+,5.9,194.2,secondary,7,1974-07,1974,1955-1980,Africa,OX9W ,OX,9203079
F,1990-11-08,Saint Barthelemy,United Kingdom,BB2 5RB,ZZ416294T,0,62.5,1.95,A+,4.9,321.2,bachelor,45,1990-11,1990,Over 1980,America,BB2 ,BB,4757104
F,2002-10-09,Bangladesh,United Kingdom,W0W 5YE,ZZ000558T,0,78.0,1.61,A+,3.5,204.1,masters,36,2002-10,2002,Over 1980,Asia,W0W ,W,2150249
F,1990-03-06,South Africa,United Kingdom,LL0R 8XT,ZZ821646T,0,88.0,1.98,O-,3.2,196.2,bachelor,35,1990-03,1990,Over 1980,Africa,LL0R ,LL,12509518
M,1961-11-30,Haiti,United Kingdom,M6W 1EB,ZZ842482T,0,76.1,1.76,A+,1.7,156.6,other,6,1961-11,1961,1955-1980,America,M6W ,M,9167078
F,1996-10-16,Dominican Republic,United Kingdom,TD6 9SX,ZZ609390T,0,63.3,1.91,O+,1.3,405.9,secondary,18,1996-10,1996,Over 1980,America,TD6 ,TD,10200222
M,1983-09-16,Mali,United Kingdom,N6A 8NT,ZZ373050T,0,85.7,1.93,AB+,1.2,198.4,primary,33,1983-09,1983,Over 1980,Africa,N6A ,N,11968409
F,1982-08-29,Norway,United Kingdom,M99 5SN,ZZ994293T,0,60.3,1.86,AB-,0.0,414.0,secondary,38,1982-08,1982,Over 1980,Europe,M99 ,M,832754
M,1981-04-07,South Georgia and the South Sandwich Islands,United Kingdom,N6H 9SQ,ZZ983042T,0,87.6,1.86,O+,7.6,47.9,phD,20,1981-04,1981,1955-1980,America,N6H ,N,7340984
M,1959-07-17,Guernsey,United Kingdom,RH0W 0XJ,ZZ843810T,0,57.5,1.83,O+,8.5,496.8,masters,9,1959-07,1959,1955-1980,Europe,RH0W ,RH,3729018
F,1978-01-25,Saint Pierre and Miquelon,United Kingdom,L3E 7DZ,ZZ936943T,0,71.6,1.6,A+,1.7,28.8,masters,38,1978-01,1978,1955-1980,America,L3E ,L,11145848
F,1990-03-18,Bhutan,United Kingdom,DD9 7LZ,ZZ178702T,0,45.9,1.84,O+,1.1,452.6,other,32,1990-03,1990,Over 1980,Asia,DD9 ,DD,20099331
M,1981-01-02,Trinidad and Tobago,United Kingdom,E8 0GD,ZZ076409T,0,41.3,1.88,AB+,0.1,239.7,secondary,22,1981-01,1981,1955-1980,America,E8 ,E,10929501
F,2001-08-05,Fiji,United Kingdom,UB8P 3YN,ZZ598590T,0,36.1,1.99,O-,7.7,200.3,bachelor,36,2001-08,2001,Over 1980,other,UB8P ,UB,21024206
M,1995-12-08,Monaco,United Kingdom,ST6N 8WQ,ZZ183254T,0,75.5,1.97,O+,2.3,277.9,secondary,28,1995-12,1995,Over 1980,Europe,ST6N ,ST,17804258
F,2002-05-30,Nicaragua,United Kingdom,SY7 3GS,ZZ100555T,0,94.3,1.82,A+,6.1,227.7,masters,2,2002-05,2002,Over 1980,America,SY7 ,SY,9007605
F,1995-12-21,Iceland,United Kingdom,E0E 0RU,ZZ093604T,0,98.7,1.7,A+,1.1,170.8,bachelor,49,1995-12,1995,Over 1980,Europe,E0E ,E,2956656
M,1971-05-31,Russian Federation,United Kingdom,RH3H 7FF,ZZ745369T,0,53.0,1.86,A+,8.9,109.5,bachelor,39,1971-05,1971,1955-1980,Europe,RH3H ,RH,8136395
F,1971-02-27,Tuvalu,United Kingdom,G6K 0XH,ZZ915891T,0,82.0,1.61,A-,5.1,65.6,secondary,47,1971-02,1971,1955-1980,other,G6K ,G,5021255
M,1973-10-12,Dominica,United Kingdom,FY9A 0UZ,ZZ686239T,0,87.5,1.55,A+,1.9,492.8,secondary,21,1973-10,1973,1955-1980,America,FY9A ,FY,18008098
F,1959-09-09,Swaziland,United Kingdom,NW8E 9ZX,ZZ883415T,0,46.0,1.83,A+,7.0,11.4,bachelor,28,1959-09,1959,1955-1980,Africa,NW8E ,NW,15947474
M,1994-03-09,Denmark,United Kingdom,E3T 3NW,ZZ851741T,0,95.3,1.7,A+,1.5,336.3,secondary,31,1994-03,1994,Over 1980,Europe,E3T ,E,7823434
M,1982-04-19,Serbia,United Kingdom,G2 2ES,ZZ315645T,0,88.6,1.99,O-,7.3,26.3,other,25,1982-04,1982,Over 1980,Europe,G2 ,G,8720277
M,2000-07-03,Antigua and Barbuda,United Kingdom,CA4 3TE,ZZ315246T,1,72.1,1.68,A+,4.3,91.6,bachelor,2,2000-07,2000,Over 1980,America,CA4 ,CA,4501092
F,1956-12-14,Palau,United Kingdom,DN1 6PF,ZZ693091T,0,81.5,1.97,A+,1.0,257.8,other,22,1956-12,1956,1955-1980,other,DN1 ,DN,5563789
F,1983-02-16,Greece,United Kingdom,W5 4TS,ZZ801758T,0,95.3,1.51,O-,6.3,402.8,secondary,26,1983-02,1983,Over 1980,Europe,W5 ,W,11459513
M,1996-11-25,Dominica,United Kingdom,W0U 5NP,ZZ234520T,0,48.3,1.73,A-,0.5,206.1,masters,27,1996-11,1996,Over 1980,America,W0U ,W,7294812
M,1989-09-25,France,United Kingdom,L1 8AZ,ZZ395597T,0,85.3,1.8,A+,5.3,99.3,other,37,1989-09,1989,Over 1980,Europe,L1 ,L,8407653
M,1998-08-21,Saint Helena,United Kingdom,CV3H 0ZJ,ZZ347115T,0,40.1,1.62,O+,0.7,82.7,secondary,32,1998-08,1998,Over 1980,Africa,CV3H ,CV,2494868
F,1959-10-18,Pakistan,United Kingdom,CR6A 9XW,ZZ971840T,0,48.1,1.83,O+,4.9,454.2,bachelor,9,1959-10,1959,1955-1980,Asia,CR6A ,CR,16413702
M,1995-04-25,Saint Martin,United Kingdom,M5 4WS,ZZ209285T,0,40.2,1.48,O+,2.2,413.0,secondary,25,1995-04,1995,Over 1980,America,M5 ,M,5606488
M,1958-06-07,Lebanon,United Kingdom,IP28 4DB,ZZ764422T,0,84.4,1.44,O+,5.4,259.2,secondary,38,1958-06,1958,1955-1980,Asia,IP28 ,IP,19317159
M,1989-10-09,Greece,United Kingdom,CW2R 1WN,ZZ664319T,0,38.6,1.61,O+,2.2,371.1,secondary,25,1989-10,1989,Over 1980,Europe,CW2R ,CW,17317447
F,1998-09-18,Philippines,United Kingdom,PA4A 3FG,ZZ820534T,0,42.7,1.4,O+,1.5,285.8,primary,26,1998-09,1998,Over 1980,Asia,PA4A ,PA,21377898
M,1983-05-27,Oman,United Kingdom,HG4 7LB,ZZ916996T,0,65.4,1.69,A+,6.8,456.8,bachelor,32,1983-05,1983,Over 1980,Asia,HG4 ,HG,2608706
F,1970-04-14,Chile,United Kingdom,SW2 2BE,ZZ185396T,0,98.9,1.7,O-,3.6,363.8,other,3,1970-04,1970,1955-1980,America,SW2 ,SW,6244770
F,1973-06-08,Mongolia,United Kingdom,MK41 8QD,ZZ261986T,0,48.4,1.65,A+,7.5,388.7,phD,23,1973-06,1973,1955-1980,Asia,MK41 ,MK,456494
F,1980-11-16,Aruba,United Kingdom,N42 9BD,ZZ260992T,0,41.1,1.47,O+,4.4,401.4,primary,8,1980-11,1980,1955-1980,America,N42 ,N,21469541
M,1999-02-04,China,United Kingdom,SA2 3LJ,ZZ122429T,0,89.2,1.71,O-,4.2,33.5,secondary,22,1999-02,1999,Over 1980,Asia,SA2 ,SA,9861252
F,1976-03-07,Ghana,United Kingdom,S3U 1XY,ZZ895912T,0,38.8,1.77,A+,4.3,446.2,secondary,12,1976-03,1976,1955-1980,Africa,S3U ,S,5113874
M,1979-04-08,El Salvador,United Kingdom,W0 4YP,ZZ206972T,0,53.6,1.45,B+,5.7,374.6,other,23,1979-04,1979,1955-1980,America,W0 ,W,13808814
F,1956-12-11,Seychelles,United Kingdom,B9 3YL,ZZ455659T,0,65.9,1.92,O+,3.8,44.6,secondary,46,1956-12,1956,1955-1980,Africa,B9 ,B,10095899
M,1958-10-16,Belgium,United Kingdom,SW1 6DZ,ZZ294954T,0,62.7,1.86,A+,1.7,358.0,bachelor,27,1958-10,1958,1955-1980,Europe,SW1 ,SW,21886902
M,1995-05-25,South Africa,United Kingdom,E2U 7PL,ZZ671687T,0,99.2,1.8,O-,7.6,342.1,secondary,6,1995-05,1995,Over 1980,Africa,E2U ,E,9875451
M,1974-12-29,Ecuador,United Kingdom,S8 8TG,ZZ714962T,0,64.9,1.63,A+,2.0,68.3,primary,32,1974-12,1974,1955-1980,America,S8 ,S,16220090
M,1974-11-02,Vietnam,United Kingdom,W90 8BQ,ZZ292018T,0,41.4,1.86,O+,1.2,307.8,bachelor,16,1974-11,1974,1955-1980,Asia,W90 ,W,230917
F,1986-08-25,Paraguay,United Kingdom,ME4A 3QL,ZZ722372T,0,42.0,1.97,O+,9.5,75.5,masters,22,1986-08,1986,Over 1980,America,ME4A ,ME,2686327
F,1961-04-16,Mauritania,United Kingdom,TF32 8WY,ZZ929344T,0,44.6,1.42,A+,7.1,5.3,secondary,29,1961-04,1961,1955-1980,Africa,TF32 ,TF,16901767
F,1975-07-09,Pitcairn Islands,United Kingdom,SE6 3TQ,ZZ205792T,0,35.4,1.53,A+,9.8,319.2,primary,4,1975-07,1975,1955-1980,other,SE6 ,SE,16594888
M,1978-12-02,Samoa,United Kingdom,OX8M 2EN,ZZ089291T,0,60.9,1.7,O+,8.9,213.9,masters,13,1978-12,1978,1955-1980,other,OX8M ,OX,14150473
M,1968-08-10,Iran,United Kingdom,SO1A 2SN,ZZ726243T,1,76.5,1.79,O+,0.3,142.9,bachelor,24,1968-08,1968,1955-1980,Asia,SO1A ,SO,24923766
F,1964-03-22,Benin,United Kingdom,BB92 7RE,ZZ944945T,0,43.3,1.94,A+,7.6,4.2,secondary,12,1964-03,1964,1955-1980,Africa,BB92 ,BB,20373197
F,1996-06-22,Slovenia,United Kingdom,SK5H 1HE,ZZ727352T,0,37.0,1.87,A+,6.4,202.6,secondary,15,1996-06,1996,Over 1980,Europe,SK5H ,SK,368772
F,1982-07-12,Pakistan,United Kingdom,S7C 8YY,ZZ029071T,0,37.6,1.97,B+,4.9,173.2,bachelor,21,1982-07,1982,Over 1980,Asia,S7C ,S,22167173
F,1996-12-24,Israel,United Kingdom,S91 4EQ,ZZ267424T,0,66.8,1.79,A+,6.3,317.6,secondary,10,1996-12,1996,Over 1980,Asia,S91 ,S,19137036
F,1958-07-19,Tajikistan,United Kingdom,PE6 5WT,ZZ525261T,0,60.2,1.91,O+,0.8,282.7,secondary,33,1958-07,1958,1955-1980,Asia,PE6 ,PE,9810537
M,1999-08-09,Martinique,United Kingdom,L4 9LW,ZZ300364T,0,85.7,2.0,A+,1.8,92.7,bachelor,18,1999-08,1999,Over 1980,America,L4 ,L,15833398
F,1982-01-30,Ethiopia,United Kingdom,EH92 4WX,ZZ534357T,0,84.7,1.69,O+,5.9,265.1,bachelor,28,1982-01,1982,Over 1980,Africa,EH92 ,EH,16814290
F,1991-08-31,Bangladesh,United Kingdom,N5U 9ZY,ZZ491054T,0,94.8,1.88,O+,9.0,101.3,secondary,45,1991-08,1991,Over 1980,Asia,N5U ,N,7224556
M,1973-12-03,Lithuania,United Kingdom,EC40 6SP,ZZ868585T,0,41.8,1.49,O+,4.0,211.8,secondary,34,1973-12,1973,1955-1980,Europe,EC40 ,EC,19812989
